instant,tanggal,musim,tahun,bulan,jam,hari_libur,seminggu,kondisi_cuaca,suhu,atemp,kelembaban,kecepatan_angin,casual,registered,total_penyewa,kategori_hari,kategori_kelembaban
9494,2012-02-05,Semi,2012,Feb,11,0,Minggu,Berawan,0.26,0.2576,70.0,0.194,22,160,182,Weekend,Terlalu lembab
9495,2012-02-05,Semi,2012,Feb,12,0,Minggu,Berawan,0.26,0.2576,65.0,0.194,25,223,248,Weekend,Terlalu lembab
9496,2012-02-05,Semi,2012,Feb,13,0,Minggu,Berawan,0.28,0.2727,61.0,0.1642,33,241,274,Weekend,Ideal
9497,2012-02-05,Semi,2012,Feb,14,0,Minggu,Cerah,0.3,0.303,61.0,0.1642,40,203,243,Weekend,Ideal
9498,2012-02-05,Semi,2012,Feb,15,0,Minggu,Berawan,0.3,0.2879,56.00000000000001,0.2537,55,217,272,Weekend,Ideal
9499,2012-02-05,Semi,2012,Feb,16,0,Minggu,Cerah,0.3,0.2879,56.00000000000001,0.2239,35,261,296,Weekend,Ideal
9500,2012-02-05,Semi,2012,Feb,17,0,Minggu,Cerah,0.32,0.3182,53.0,0.1642,31,275,306,Weekend,Ideal
9501,2012-02-05,Semi,2012,Feb,18,0,Minggu,Cerah,0.3,0.2879,52.0,0.2537,10,171,181,Weekend,Ideal
9502,2012-02-05,Semi,2012,Feb,19,0,Minggu,Cerah,0.3,0.2879,52.0,0.2239,6,63,69,Weekend,Ideal
9503,2012-02-05,Semi,2012,Feb,20,0,Minggu,Cerah,0.28,0.2727,56.00000000000001,0.194,3,47,50,Weekend,Ideal
9504,2012-02-05,Semi,2012,Feb,21,0,Minggu,Cerah,0.28,0.2879,56.00000000000001,0.1045,6,60,66,Weekend,Ideal
9505,2012-02-05,Semi,2012,Feb,22,0,Minggu,Cerah,0.26,0.2727,60.0,0.1045,9,182,191,Weekend,Ideal
9506,2012-02-05,Semi,2012,Feb,23,0,Minggu,Cerah,0.24,0.2424,70.0,0.1343,4,38,42,Weekend,Terlalu lembab
9507,2012-02-06,Semi,2012,Feb,0,0,Senin,Cerah,0.24,0.2424,65.0,0.1343,7,14,21,Weekdays,Terlalu lembab
9508,2012-02-06,Semi,2012,Feb,1,0,Senin,Cerah,0.22,0.2576,75.0,0.0896,0,6,6,Weekdays,Terlalu lembab
9509,2012-02-06,Semi,2012,Feb,2,0,Senin,Cerah,0.22,0.2727,75.0,0.0,0,3,3,Weekdays,Terlalu lembab
9510,2012-02-06,Semi,2012,Feb,4,0,Senin,Cerah,0.18,0.2121,80.0,0.1045,0,2,2,Weekdays,Terlalu lembab
9511,2012-02-06,Semi,2012,Feb,5,0,Senin,Cerah,0.18,0.2121,80.0,0.1045,0,17,17,Weekdays,Terlalu lembab
9512,2012-02-06,Semi,2012,Feb,6,0,Senin,Cerah,0.16,0.1818,86.0,0.1045,0,72,72,Weekdays,Terlalu lembab
9513,2012-02-06,Semi,2012,Feb,7,0,Senin,Cerah,0.16,0.1818,86.0,0.1045,5,229,234,Weekdays,Terlalu lembab
9514,2012-02-06,Semi,2012,Feb,8,0,Senin,Cerah,0.16,0.1818,86.0,0.1343,10,434,444,Weekdays,Terlalu lembab
9515,2012-02-06,Semi,2012,Feb,9,0,Senin,Cerah,0.18,0.2121,80.0,0.1045,8,269,277,Weekdays,Terlalu lembab
9516,2012-02-06,Semi,2012,Feb,10,0,Senin,Cerah,0.22,0.2424,75.0,0.1045,20,96,116,Weekdays,Terlalu lembab
9517,2012-02-06,Semi,2012,Feb,11,0,Senin,Cerah,0.26,0.2727,70.0,0.1343,12,104,116,Weekdays,Terlalu lembab
9518,2012-02-06,Semi,2012,Feb,12,0,Senin,Cerah,0.32,0.3182,61.0,0.1642,19,131,150,Weekdays,Ideal
9519,2012-02-06,Semi,2012,Feb,13,0,Senin,Cerah,0.38,0.3939,40.0,0.2239,17,124,141,Weekdays,Terlalu kering
9520,2012-02-06,Semi,2012,Feb,14,0,Senin,Cerah,0.4,0.4091,35.0,0.1642,14,126,140,Weekdays,Terlalu kering
9521,2012-02-06,Semi,2012,Feb,15,0,Senin,Cerah,0.42,0.4242,32.0,0.2836,25,146,171,Weekdays,Terlalu kering
9522,2012-02-06,Semi,2012,Feb,16,0,Senin,Cerah,0.4,0.4091,43.0,0.2537,13,215,228,Weekdays,Terlalu kering
9523,2012-02-06,Semi,2012,Feb,17,0,Senin,Cerah,0.4,0.4091,43.0,0.2537,13,417,430,Weekdays,Terlalu kering
9524,2012-02-06,Semi,2012,Feb,18,0,Senin,Cerah,0.38,0.3939,43.0,0.2239,11,426,437,Weekdays,Terlalu kering
9525,2012-02-06,Semi,2012,Feb,19,0,Senin,Cerah,0.36,0.3333,43.0,0.2537,7,284,291,Weekdays,Terlalu kering
9526,2012-02-06,Semi,2012,Feb,20,0,Senin,Cerah,0.34,0.3333,46.0,0.1642,7,194,201,Weekdays,Ideal
9527,2012-02-06,Semi,2012,Feb,21,0,Senin,Cerah,0.32,0.3182,56.99999999999999,0.1642,11,143,154,Weekdays,Ideal
9528,2012-02-06,Semi,2012,Feb,22,0,Senin,Cerah,0.3,0.303,65.0,0.1343,4,83,87,Weekdays,Terlalu lembab
9529,2012-02-06,Semi,2012,Feb,23,0,Senin,Cerah,0.3,0.303,65.0,0.1343,3,43,46,Weekdays,Terlalu lembab
9530,2012-02-07,Semi,2012,Feb,0,0,Selasa,Cerah,0.3,0.2879,70.0,0.194,1,22,23,Weekdays,Terlalu lembab
9531,2012-02-07,Semi,2012,Feb,1,0,Selasa,Cerah,0.28,0.2879,61.0,0.1343,8,6,14,Weekdays,Ideal
9532,2012-02-07,Semi,2012,Feb,2,0,Selasa,Cerah,0.3,0.3333,61.0,0.0,0,4,4,Weekdays,Ideal
9533,2012-02-07,Semi,2012,Feb,3,0,Selasa,Berawan,0.3,0.3333,70.0,0.0,1,1,2,Weekdays,Terlalu lembab
9534,2012-02-07,Semi,2012,Feb,4,0,Selasa,Berawan,0.3,0.3333,70.0,0.0,0,3,3,Weekdays,Terlalu lembab
9535,2012-02-07,Semi,2012,Feb,5,0,Selasa,Cerah,0.32,0.3333,49.0,0.0896,0,15,15,Weekdays,Ideal
9536,2012-02-07,Semi,2012,Feb,6,0,Selasa,Cerah,0.32,0.303,45.0,0.2985,2,98,100,Weekdays,Ideal
9537,2012-02-07,Semi,2012,Feb,7,0,Selasa,Cerah,0.32,0.3485,45.0,0.0,6,293,299,Weekdays,Ideal
9538,2012-02-07,Semi,2012,Feb,8,0,Selasa,Cerah,0.3,0.3182,49.0,0.0,7,522,529,Weekdays,Ideal
9539,2012-02-07,Semi,2012,Feb,9,0,Selasa,Cerah,0.32,0.3333,49.0,0.0,11,278,289,Weekdays,Ideal
9540,2012-02-07,Semi,2012,Feb,10,0,Selasa,Cerah,0.34,0.3333,46.0,0.1642,12,104,116,Weekdays,Ideal
9541,2012-02-07,Semi,2012,Feb,11,0,Selasa,Cerah,0.36,0.3485,46.0,0.194,9,120,129,Weekdays,Ideal
9542,2012-02-07,Semi,2012,Feb,12,0,Selasa,Cerah,0.4,0.4091,40.0,0.3284,9,163,172,Weekdays,Terlalu kering
9543,2012-02-07,Semi,2012,Feb,13,0,Selasa,Cerah,0.44,0.4394,38.0,0.2537,15,169,184,Weekdays,Terlalu kering
9544,2012-02-07,Semi,2012,Feb,14,0,Selasa,Cerah,0.44,0.4394,38.0,0.2537,11,127,138,Weekdays,Terlalu kering
9545,2012-02-07,Semi,2012,Feb,15,0,Selasa,Cerah,0.44,0.4394,38.0,0.194,13,133,146,Weekdays,Terlalu kering
9546,2012-02-07,Semi,2012,Feb,16,0,Selasa,Cerah,0.44,0.4394,35.0,0.2537,19,257,276,Weekdays,Terlalu kering
9547,2012-02-07,Semi,2012,Feb,17,0,Selasa,Cerah,0.44,0.4394,35.0,0.194,15,494,509,Weekdays,Terlalu kering
9548,2012-02-07,Semi,2012,Feb,18,0,Selasa,Cerah,0.42,0.4242,38.0,0.194,10,508,518,Weekdays,Terlalu kering
9549,2012-02-07,Semi,2012,Feb,19,0,Selasa,Cerah,0.38,0.3939,43.0,0.2239,11,327,338,Weekdays,Terlalu kering
9550,2012-02-07,Semi,2012,Feb,20,0,Selasa,Cerah,0.36,0.3485,50.0,0.1343,6,206,212,Weekdays,Ideal
9551,2012-02-07,Semi,2012,Feb,21,0,Selasa,Cerah,0.34,0.3485,61.0,0.1045,20,170,190,Weekdays,Ideal
9552,2012-02-07,Semi,2012,Feb,22,0,Selasa,Cerah,0.32,0.3182,56.99999999999999,0.194,11,107,118,Weekdays,Ideal
9553,2012-02-07,Semi,2012,Feb,23,0,Selasa,Cerah,0.32,0.3333,56.99999999999999,0.1343,2,49,51,Weekdays,Ideal
9554,2012-02-08,Semi,2012,Feb,0,0,Rabu,Cerah,0.3,0.2879,56.00000000000001,0.2239,2,21,23,Weekdays,Ideal
9555,2012-02-08,Semi,2012,Feb,1,0,Rabu,Cerah,0.28,0.2727,61.0,0.1642,1,9,10,Weekdays,Ideal
9556,2012-02-08,Semi,2012,Feb,2,0,Rabu,Cerah,0.26,0.303,65.0,0.0,0,1,1,Weekdays,Terlalu lembab
9557,2012-02-08,Semi,2012,Feb,3,0,Rabu,Cerah,0.26,0.303,65.0,0.0,0,1,1,Weekdays,Terlalu lembab
9558,2012-02-08,Semi,2012,Feb,4,0,Rabu,Cerah,0.24,0.2576,70.0,0.0896,0,1,1,Weekdays,Terlalu lembab
9559,2012-02-08,Semi,2012,Feb,5,0,Rabu,Cerah,0.24,0.2576,70.0,0.0896,0,20,20,Weekdays,Terlalu lembab
9560,2012-02-08,Semi,2012,Feb,6,0,Rabu,Berawan,0.24,0.2879,70.0,0.0,3,95,98,Weekdays,Terlalu lembab
9561,2012-02-08,Semi,2012,Feb,7,0,Rabu,Berawan,0.24,0.2576,70.0,0.1045,5,276,281,Weekdays,Terlalu lembab
9562,2012-02-08,Semi,2012,Feb,8,0,Rabu,Berawan,0.24,0.2273,70.0,0.2239,13,495,508,Weekdays,Terlalu lembab
9563,2012-02-08,Semi,2012,Feb,9,0,Rabu,Berawan,0.24,0.2576,70.0,0.1642,8,245,253,Weekdays,Terlalu lembab
9564,2012-02-08,Semi,2012,Feb,10,0,Rabu,Berawan,0.26,0.2576,70.0,0.2239,1,107,108,Weekdays,Terlalu lembab
9565,2012-02-08,Semi,2012,Feb,11,0,Rabu,Berawan,0.26,0.2576,65.0,0.2239,5,97,102,Weekdays,Terlalu lembab
9566,2012-02-08,Semi,2012,Feb,12,0,Rabu,Berawan,0.28,0.2576,65.0,0.2836,14,124,138,Weekdays,Terlalu lembab
9567,2012-02-08,Semi,2012,Feb,13,0,Rabu,Berawan,0.28,0.2879,61.0,0.1045,15,111,126,Weekdays,Ideal
9568,2012-02-08,Semi,2012,Feb,14,0,Rabu,Berawan,0.3,0.303,56.00000000000001,0.1642,8,100,108,Weekdays,Ideal
9569,2012-02-08,Semi,2012,Feb,15,0,Rabu,Hujan/Salju_ringan,0.3,0.3182,61.0,0.1045,5,49,54,Weekdays,Ideal
9570,2012-02-08,Semi,2012,Feb,16,0,Rabu,Hujan/Salju_ringan,0.26,0.2727,81.0,0.1045,2,73,75,Weekdays,Terlalu lembab
9571,2012-02-08,Semi,2012,Feb,17,0,Rabu,Hujan/Salju_ringan,0.24,0.2576,87.0,0.1045,8,147,155,Weekdays,Terlalu lembab
9572,2012-02-08,Semi,2012,Feb,18,0,Rabu,Hujan/Salju_ringan,0.24,0.2576,87.0,0.1045,4,163,167,Weekdays,Terlalu lembab
9573,2012-02-08,Semi,2012,Feb,19,0,Rabu,Hujan/Salju_ringan,0.24,0.2576,87.0,0.1045,3,158,161,Weekdays,Terlalu lembab
9574,2012-02-08,Semi,2012,Feb,20,0,Rabu,Hujan/Salju_ringan,0.24,0.2424,87.0,0.1343,3,122,125,Weekdays,Terlalu lembab
9575,2012-02-08,Semi,2012,Feb,21,0,Rabu,Hujan/Salju_ringan,0.24,0.2273,87.0,0.194,3,126,129,Weekdays,Terlalu lembab
9576,2012-02-08,Semi,2012,Feb,22,0,Rabu,Berawan,0.24,0.2424,87.0,0.1343,3,95,98,Weekdays,Terlalu lembab
9577,2012-02-08,Semi,2012,Feb,23,0,Rabu,Berawan,0.24,0.2424,87.0,0.1642,3,57,60,Weekdays,Terlalu lembab
9578,2012-02-09,Semi,2012,Feb,0,0,Kamis,Berawan,0.24,0.2424,87.0,0.1642,3,23,26,Weekdays,Terlalu lembab
9579,2012-02-09,Semi,2012,Feb,1,0,Kamis,Berawan,0.24,0.2424,87.0,0.1343,2,10,12,Weekdays,Terlalu lembab
9580,2012-02-09,Semi,2012,Feb,2,0,Kamis,Cerah,0.22,0.2273,80.0,0.1343,0,2,2,Weekdays,Terlalu lembab
9581,2012-02-09,Semi,2012,Feb,3,0,Kamis,Cerah,0.22,0.2121,80.0,0.2836,0,4,4,Weekdays,Terlalu lembab
9582,2012-02-09,Semi,2012,Feb,4,0,Kamis,Berawan,0.22,0.197,75.0,0.4478,0,1,1,Weekdays,Terlalu lembab
9583,2012-02-09,Semi,2012,Feb,5,0,Kamis,Cerah,0.2,0.1818,75.0,0.2836,0,18,18,Weekdays,Terlalu lembab
9584,2012-02-09,Semi,2012,Feb,6,0,Kamis,Cerah,0.2,0.1818,75.0,0.2836,1,75,76,Weekdays,Terlalu lembab
9585,2012-02-09,Semi,2012,Feb,7,0,Kamis,Cerah,0.2,0.197,69.0,0.2537,4,263,267,Weekdays,Terlalu lembab
9586,2012-02-09,Semi,2012,Feb,8,0,Kamis,Cerah,0.2,0.197,64.0,0.2537,11,473,484,Weekdays,Ideal
9587,2012-02-09,Semi,2012,Feb,9,0,Kamis,Cerah,0.2,0.197,59.0,0.2239,9,229,238,Weekdays,Ideal
9588,2012-02-09,Semi,2012,Feb,10,0,Kamis,Cerah,0.22,0.2121,51.0,0.2239,7,90,97,Weekdays,Ideal
9589,2012-02-09,Semi,2012,Feb,11,0,Kamis,Cerah,0.24,0.2273,52.0,0.2239,4,95,99,Weekdays,Ideal
9590,2012-02-09,Semi,2012,Feb,12,0,Kamis,Cerah,0.26,0.2273,48.0,0.3284,10,148,158,Weekdays,Ideal
9591,2012-02-09,Semi,2012,Feb,13,0,Kamis,Cerah,0.3,0.2727,42.0,0.3284,10,144,154,Weekdays,Terlalu kering
9592,2012-02-09,Semi,2012,Feb,14,0,Kamis,Cerah,0.32,0.303,39.0,0.2985,18,126,144,Weekdays,Terlalu kering
9593,2012-02-09,Semi,2012,Feb,15,0,Kamis,Cerah,0.32,0.303,36.0,0.2985,14,120,134,Weekdays,Terlalu kering
9594,2012-02-09,Semi,2012,Feb,16,0,Kamis,Cerah,0.34,0.3333,36.0,0.0,15,223,238,Weekdays,Terlalu kering
9595,2012-02-09,Semi,2012,Feb,17,0,Kamis,Cerah,0.34,0.3333,34.0,0.1343,12,387,399,Weekdays,Terlalu kering
9596,2012-02-09,Semi,2012,Feb,18,0,Kamis,Cerah,0.34,0.3333,31.0,0.1642,13,404,417,Weekdays,Terlalu kering
9597,2012-02-09,Semi,2012,Feb,19,0,Kamis,Cerah,0.32,0.3333,33.0,0.1045,8,287,295,Weekdays,Terlalu kering
9598,2012-02-09,Semi,2012,Feb,20,0,Kamis,Cerah,0.32,0.3485,36.0,0.0,2,197,199,Weekdays,Terlalu kering
9599,2012-02-09,Semi,2012,Feb,21,0,Kamis,Cerah,0.3,0.3182,52.0,0.0896,8,169,177,Weekdays,Ideal
9600,2012-02-09,Semi,2012,Feb,22,0,Kamis,Berawan,0.3,0.3333,56.00000000000001,0.0,3,104,107,Weekdays,Ideal
9601,2012-02-09,Semi,2012,Feb,23,0,Kamis,Berawan,0.3,0.3333,52.0,0.0,9,75,84,Weekdays,Ideal
9602,2012-02-10,Semi,2012,Feb,0,0,Jumat,Berawan,0.28,0.303,65.0,0.0896,4,39,43,Weekdays,Terlalu lembab
9603,2012-02-10,Semi,2012,Feb,1,0,Jumat,Berawan,0.28,0.303,61.0,0.0896,2,11,13,Weekdays,Ideal
9604,2012-02-10,Semi,2012,Feb,2,0,Jumat,Cerah,0.26,0.2879,52.0,0.0896,7,9,16,Weekdays,Ideal
9605,2012-02-10,Semi,2012,Feb,3,0,Jumat,Cerah,0.26,0.2879,56.00000000000001,0.0896,0,5,5,Weekdays,Ideal
9606,2012-02-10,Semi,2012,Feb,4,0,Jumat,Cerah,0.26,0.2879,56.00000000000001,0.0896,0,2,2,Weekdays,Ideal
9607,2012-02-10,Semi,2012,Feb,5,0,Jumat,Cerah,0.24,0.2273,52.0,0.2239,0,17,17,Weekdays,Ideal
9608,2012-02-10,Semi,2012,Feb,6,0,Jumat,Cerah,0.2,0.197,59.0,0.194,3,61,64,Weekdays,Ideal
9609,2012-02-10,Semi,2012,Feb,7,0,Jumat,Cerah,0.2,0.2121,59.0,0.1642,5,225,230,Weekdays,Ideal
9610,2012-02-10,Semi,2012,Feb,8,0,Jumat,Cerah,0.2,0.2121,59.0,0.1642,1,447,448,Weekdays,Ideal
9611,2012-02-10,Semi,2012,Feb,9,0,Jumat,Cerah,0.22,0.2273,55.00000000000001,0.1642,10,265,275,Weekdays,Ideal
9612,2012-02-10,Semi,2012,Feb,10,0,Jumat,Berawan,0.26,0.2727,48.0,0.1343,5,119,124,Weekdays,Ideal
9613,2012-02-10,Semi,2012,Feb,11,0,Jumat,Berawan,0.28,0.2879,45.0,0.1045,19,134,153,Weekdays,Ideal
9614,2012-02-10,Semi,2012,Feb,12,0,Jumat,Berawan,0.3,0.303,42.0,0.1343,8,168,176,Weekdays,Terlalu kering
9615,2012-02-10,Semi,2012,Feb,13,0,Jumat,Berawan,0.3,0.3182,42.0,0.0896,22,170,192,Weekdays,Terlalu kering
9616,2012-02-10,Semi,2012,Feb,14,0,Jumat,Berawan,0.32,0.3333,39.0,0.0896,8,138,146,Weekdays,Terlalu kering
9617,2012-02-10,Semi,2012,Feb,15,0,Jumat,Berawan,0.32,0.3333,45.0,0.1343,27,164,191,Weekdays,Ideal
9618,2012-02-10,Semi,2012,Feb,16,0,Jumat,Berawan,0.34,0.3182,42.0,0.2537,28,240,268,Weekdays,Terlalu kering
9619,2012-02-10,Semi,2012,Feb,17,0,Jumat,Berawan,0.34,0.3333,42.0,0.194,15,381,396,Weekdays,Terlalu kering
9620,2012-02-10,Semi,2012,Feb,18,0,Jumat,Hujan/Salju_ringan,0.3,0.303,61.0,0.1343,14,345,359,Weekdays,Ideal
9621,2012-02-10,Semi,2012,Feb,19,0,Jumat,Berawan,0.32,0.3485,56.99999999999999,0.0,16,246,262,Weekdays,Ideal
9622,2012-02-10,Semi,2012,Feb,20,0,Jumat,Berawan,0.32,0.3485,56.99999999999999,0.0,7,144,151,Weekdays,Ideal
9623,2012-02-10,Semi,2012,Feb,21,0,Jumat,Berawan,0.32,0.3333,66.0,0.0896,14,108,122,Weekdays,Terlalu lembab
9624,2012-02-10,Semi,2012,Feb,22,0,Jumat,Berawan,0.32,0.3485,66.0,0.0,11,102,113,Weekdays,Terlalu lembab
9625,2012-02-10,Semi,2012,Feb,23,0,Jumat,Berawan,0.3,0.3182,70.0,0.0896,1,64,65,Weekdays,Terlalu lembab
9626,2012-02-11,Semi,2012,Feb,0,0,Sabtu,Berawan,0.3,0.303,70.0,0.1343,3,50,53,Weekend,Terlalu lembab
9627,2012-02-11,Semi,2012,Feb,1,0,Sabtu,Hujan/Salju_ringan,0.28,0.2879,81.0,0.1343,2,43,45,Weekend,Terlalu lembab
9628,2012-02-11,Semi,2012,Feb,2,0,Sabtu,Hujan/Salju_ringan,0.26,0.2576,81.0,0.194,2,24,26,Weekend,Terlalu lembab
9629,2012-02-11,Semi,2012,Feb,3,0,Sabtu,Hujan/Salju_ringan,0.24,0.2273,87.0,0.2239,0,9,9,Weekend,Terlalu lembab
9630,2012-02-11,Semi,2012,Feb,4,0,Sabtu,Hujan/Salju_ringan,0.24,0.2273,87.0,0.2239,0,4,4,Weekend,Terlalu lembab
9631,2012-02-11,Semi,2012,Feb,5,0,Sabtu,Hujan/Salju_ringan,0.22,0.2273,93.0,0.1642,0,2,2,Weekend,Terlalu lembab
9632,2012-02-11,Semi,2012,Feb,6,0,Sabtu,Hujan/Salju_ringan,0.22,0.2273,93.0,0.1343,1,8,9,Weekend,Terlalu lembab
9633,2012-02-11,Semi,2012,Feb,7,0,Sabtu,Hujan/Salju_ringan,0.22,0.2273,93.0,0.1343,0,19,19,Weekend,Terlalu lembab
9634,2012-02-11,Semi,2012,Feb,8,0,Sabtu,Hujan/Salju_ringan,0.22,0.2273,93.0,0.1343,1,77,78,Weekend,Terlalu lembab
9635,2012-02-11,Semi,2012,Feb,9,0,Sabtu,Hujan/Salju_ringan,0.22,0.2424,93.0,0.1045,5,85,90,Weekend,Terlalu lembab
9636,2012-02-11,Semi,2012,Feb,10,0,Sabtu,Hujan/Salju_ringan,0.22,0.2424,93.0,0.1045,23,143,166,Weekend,Terlalu lembab
9637,2012-02-11,Semi,2012,Feb,11,0,Sabtu,Berawan,0.24,0.2576,81.0,0.1045,26,157,183,Weekend,Terlalu lembab
9638,2012-02-11,Semi,2012,Feb,12,0,Sabtu,Berawan,0.26,0.2576,81.0,0.1642,25,196,221,Weekend,Terlalu lembab
9639,2012-02-11,Semi,2012,Feb,13,0,Sabtu,Berawan,0.26,0.2424,81.0,0.2836,18,217,235,Weekend,Terlalu lembab
9640,2012-02-11,Semi,2012,Feb,14,0,Sabtu,Berawan,0.26,0.2424,81.0,0.2537,38,205,243,Weekend,Terlalu lembab
9641,2012-02-11,Semi,2012,Feb,15,0,Sabtu,Berawan,0.3,0.2727,61.0,0.2985,12,112,124,Weekend,Ideal
9642,2012-02-11,Semi,2012,Feb,16,0,Sabtu,Hujan/Salju_ringan,0.22,0.197,75.0,0.4179,12,134,146,Weekend,Terlalu lembab
9643,2012-02-11,Semi,2012,Feb,17,0,Sabtu,Hujan/Salju_ringan,0.22,0.1818,69.0,0.4627,13,131,144,Weekend,Terlalu lembab
9644,2012-02-11,Semi,2012,Feb,18,0,Sabtu,Berawan,0.22,0.1818,47.0,0.6567,3,105,108,Weekend,Ideal
9645,2012-02-11,Semi,2012,Feb,19,0,Sabtu,Berawan,0.2,0.1515,40.0,0.5522,2,85,87,Weekend,Terlalu kering
9646,2012-02-11,Semi,2012,Feb,20,0,Sabtu,Berawan,0.16,0.1212,43.0,0.5522,1,62,63,Weekend,Terlalu kering
9647,2012-02-11,Semi,2012,Feb,21,0,Sabtu,Cerah,0.14,0.0758,43.0,0.6418,5,43,48,Weekend,Terlalu kering
9648,2012-02-11,Semi,2012,Feb,22,0,Sabtu,Berawan,0.14,0.1061,39.0,0.3881,0,46,46,Weekend,Terlalu kering
9649,2012-02-11,Semi,2012,Feb,23,0,Sabtu,Hujan/Salju_ringan,0.12,0.0758,50.0,0.4925,0,20,20,Weekend,Ideal
9650,2012-02-12,Semi,2012,Feb,0,0,Minggu,Hujan/Salju_ringan,0.1,0.0758,68.0,0.3881,0,21,21,Weekend,Terlalu lembab
9651,2012-02-12,Semi,2012,Feb,1,0,Minggu,Hujan/Salju_ringan,0.08,0.0455,79.0,0.4627,0,24,24,Weekend,Terlalu lembab
9652,2012-02-12,Semi,2012,Feb,2,0,Minggu,Berawan,0.1,0.0606,57.99999999999999,0.5821,1,26,27,Weekend,Ideal
9653,2012-02-12,Semi,2012,Feb,3,0,Minggu,Berawan,0.1,0.0455,46.0,0.6866,0,14,14,Weekend,Ideal
9654,2012-02-12,Semi,2012,Feb,4,0,Minggu,Berawan,0.1,0.0455,46.0,0.7164,0,1,1,Weekend,Ideal
9655,2012-02-12,Semi,2012,Feb,5,0,Minggu,Cerah,0.1,0.0758,49.0,0.3881,0,3,3,Weekend,Ideal
9656,2012-02-12,Semi,2012,Feb,6,0,Minggu,Cerah,0.1,0.0758,49.0,0.3881,0,2,2,Weekend,Ideal
9657,2012-02-12,Semi,2012,Feb,7,0,Minggu,Cerah,0.08,0.0909,53.0,0.194,0,18,18,Weekend,Ideal
9658,2012-02-12,Semi,2012,Feb,8,0,Minggu,Cerah,0.08,0.0758,53.0,0.2537,0,26,26,Weekend,Ideal
9659,2012-02-12,Semi,2012,Feb,9,0,Minggu,Cerah,0.1,0.0909,49.0,0.2985,3,60,63,Weekend,Ideal
9660,2012-02-12,Semi,2012,Feb,10,0,Minggu,Cerah,0.12,0.1061,42.0,0.3582,8,83,91,Weekend,Terlalu kering
9661,2012-02-12,Semi,2012,Feb,11,0,Minggu,Cerah,0.12,0.1061,42.0,0.2985,3,121,124,Weekend,Terlalu kering
9662,2012-02-12,Semi,2012,Feb,12,0,Minggu,Cerah,0.14,0.0758,39.0,0.6418,7,133,140,Weekend,Terlalu kering
9663,2012-02-12,Semi,2012,Feb,13,0,Minggu,Cerah,0.16,0.1212,40.0,0.4478,10,128,138,Weekend,Terlalu kering
9664,2012-02-12,Semi,2012,Feb,14,0,Minggu,Cerah,0.16,0.1212,40.0,0.5224,9,102,111,Weekend,Terlalu kering
9665,2012-02-12,Semi,2012,Feb,15,0,Minggu,Cerah,0.16,0.1212,40.0,0.5522,5,150,155,Weekend,Terlalu kering
9666,2012-02-12,Semi,2012,Feb,16,0,Minggu,Cerah,0.2,0.1667,34.0,0.4627,16,148,164,Weekend,Terlalu kering
9667,2012-02-12,Semi,2012,Feb,17,0,Minggu,Cerah,0.18,0.1515,37.0,0.4179,4,83,87,Weekend,Terlalu kering
9668,2012-02-12,Semi,2012,Feb,18,0,Minggu,Cerah,0.16,0.1212,40.0,0.4627,4,92,96,Weekend,Terlalu kering
9669,2012-02-12,Semi,2012,Feb,19,0,Minggu,Cerah,0.16,0.1364,40.0,0.2836,2,78,80,Weekend,Terlalu kering
9670,2012-02-12,Semi,2012,Feb,20,0,Minggu,Cerah,0.14,0.1212,42.0,0.3284,1,56,57,Weekend,Terlalu kering
9671,2012-02-12,Semi,2012,Feb,21,0,Minggu,Cerah,0.14,0.1212,43.0,0.2985,0,36,36,Weekend,Terlalu kering
9672,2012-02-12,Semi,2012,Feb,22,0,Minggu,Cerah,0.14,0.1515,43.0,0.1642,0,28,28,Weekend,Terlalu kering
9673,2012-02-12,Semi,2012,Feb,23,0,Minggu,Cerah,0.14,0.1364,43.0,0.2239,0,23,23,Weekend,Terlalu kering
9674,2012-02-13,Semi,2012,Feb,0,0,Senin,Cerah,0.14,0.1364,46.0,0.2239,0,9,9,Weekdays,Ideal
9675,2012-02-13,Semi,2012,Feb,1,0,Senin,Cerah,0.12,0.1212,50.0,0.2239,0,6,6,Weekdays,Ideal
9676,2012-02-13,Semi,2012,Feb,2,0,Senin,Cerah,0.14,0.1364,46.0,0.194,0,4,4,Weekdays,Ideal
9677,2012-02-13,Semi,2012,Feb,3,0,Senin,Cerah,0.12,0.1515,54.0,0.1045,0,1,1,Weekdays,Ideal
9678,2012-02-13,Semi,2012,Feb,4,0,Senin,Cerah,0.12,0.1667,54.0,0.0896,0,2,2,Weekdays,Ideal
9679,2012-02-13,Semi,2012,Feb,5,0,Senin,Cerah,0.1,0.1212,57.99999999999999,0.1343,0,17,17,Weekdays,Ideal
9680,2012-02-13,Semi,2012,Feb,6,0,Senin,Cerah,0.1,0.1061,54.0,0.2239,1,71,72,Weekdays,Ideal
9681,2012-02-13,Semi,2012,Feb,7,0,Senin,Cerah,0.1,0.1061,54.0,0.194,1,194,195,Weekdays,Ideal
9682,2012-02-13,Semi,2012,Feb,8,0,Senin,Cerah,0.1,0.1212,54.0,0.1343,4,413,417,Weekdays,Ideal
9683,2012-02-13,Semi,2012,Feb,9,0,Senin,Cerah,0.12,0.1364,50.0,0.194,7,198,205,Weekdays,Ideal
